ticker,score_fundamentals,score_technical,score_quality,composite,rank,shortName,sector,marketCap
ESTC,63.71964415209186,48.94067796610169,32.82786885245902,52.13332316505432,28,Elastic N.V.,Technology,6365998080
MANH,47.63454214273886,60.59322033898306,41.13387978142077,51.7960238373895,29,"Manhattan Associates, Inc.",Technology,9424328704
SPT,50.36630864895422,48.516949152542374,62.25409836065574,51.72956987573177,30,"Sprout Social, Inc",Technology,500078048
MGNI,51.25443239632046,65.57203389830508,18.060109289617486,51.20731817272432,31,"Magnite, Inc.",Communication Services,2733974528
RPD,41.13774831411914,55.932203389830505,60.62841530054645,50.69451861064833,32,"Rapid7, Inc.",Technology,642910528
AMBA,52.08427976771672,56.779661016949156,33.10109289617486,50.62288512516185,33,"Ambarella, Inc.",Technology,2993126400
EPAM,52.60773363938994,41.101694915254235,67.62295081967213,50.56332794559888,34,"EPAM Systems, Inc.",Technology,4919859712
CRUS,55.65096984542999,40.67796610169492,60.16393442622951,50.307229840110146,35,"Cirrus Logic, Inc.",Technology,6867623936
FSLY,46.06845161621872,55.402542372881356,42.33606557377049,49.23559852655369,36,"Fastly, Inc.",Technology,3136260096
SLAB,48.98954211418881,56.779661016949156,31.28415300546448,49.02737860840746,37,"Silicon Laboratories, Inc.",Technology,7166620160
RMBS,64.84343148842866,32.20338983050848,47.540983606557376,48.347977257163,38,"Rambus, Inc.",Technology,10426566656
ALGM,50.09517446939719,49.36440677966101,41.18852459016394,48.204564546963894,39,"Allegro MicroSystems, Inc.",Technology,8719263744
SYNA,36.95431419908526,60.59322033898305,45.478142076502735,48.18526277036783,40,Synaptics Incorporated,Technology,4547676672
CWAN,56.530140294979184,,28.975409836065573,48.18022197409628,41,"Clearwater Analytics Holdings, ",Technology,7330872320
BRZE,53.97656611336656,44.91525423728814,40.76502732240437,47.895752523019674,42,"Braze, Inc.",Technology,2647970560
BAND,39.90348938794388,61.652542372881356,33.278688524590166,47.65313599544432,43,Bandwidth Inc.,Technology,1830749696
ASAN,37.993113726296315,46.82203389830508,71.22950819672131,47.55434780951867,44,"Asana, Inc.",Technology,1786451200
DIOD,46.73290279847657,40.25423728813559,50.34153005464481,44.71642004533086,45,Diodes Incorporated,Technology,3946652928
PLAB,54.6098349235715,25.741525423728813,65.31420765027322,44.66470293733285,46,"Photronics, Inc.",Technology,1755938944
U,45.550542165578904,41.73728813559322,48.18306010928961,44.45447675035456,47,Unity Software Inc.,Technology,13288125440
SITM,63.50295493088031,40.04237288135593,8.292349726775956,44.00832208837844,48,SiTime Corporation,Technology,15656851456
CALX,52.43020938611668,33.15677966101695,49.439890710382514,43.98035098549819,49,"Calix, Inc",Technology,2320222976
COHU,45.572948250167016,38.771186440677965,51.2568306010929,43.79434649822078,50,"Cohu, Inc.",Technology,2255453440
AKAM,36.86400465936927,41.3135593220339,52.18579234972677,41.427533840527516,51,"Akamai Technologies, Inc.",Technology,16406748160
DOCN,46.85449749045,48.51694915254237,5.8196721311475414,40.209642751791066,52,"DigitalOcean Holdings, Inc.",Technology,14052353024
ACLS,41.41536906658445,37.28813559322034,41.87158469945355,39.80172239589367,53,"Axcelis Technologies, Inc.",Technology,3937319424
ICHR,29.998972197954675,52.33050847457628,30.546448087431692,39.2686167204023,54,Ichor Holdings,Technology,2730090240
SMTC,37.743974510509275,47.2457627118644,23.948087431693992,39.18294340056311,55,Semtech Corporation,Technology,11319729152
BMBL,29.29472223649725,22.987288135593218,95.90163934426229,38.59826128572685,56,Bumble Inc.,Communication Services,448971680
UCTT,20.34821933295647,47.03389830508474,56.202185792349724,37.7109029214008,57,"Ultra Clean Holdings, Inc.",Technology,3898721792
VIAV,45.603679531322264,40.04237288135593,12.418032786885245,37.39356309572234,58,Viavi Solutions Inc.,Technology,9413524480
NVMI,42.91641685366954,41.52542372881356,9.07103825136612,36.30129849840665,59,Nova Ltd.,Technology,13641026560
NVTS,32.27442314610206,21.39830508474576,41.63934426229508,29.47975342736519,60,Navitas Semiconductor Corporati,Technology,2778963968
PI,22.931702554088083,25.741525423728817,24.86338797814207,24.43068077270017,61,"Impinj, Inc.",Technology,3968526848
